airport,all_airports,state,country,city,type,iata_code,city_code,longitude,latitude,time_zone,gmt_offset,mileage_region,region
Fort Smith Regional,N,AR,United States,Fort Smith,airport,FSM,FSM,-94.3675,35.3366667,America/Chicago,GMT-6:00,Canada & Continental USA,US
Fort Smith,N,NT,Canada,Fort Smith,airport,YSM,YSM,-111.96194,60.0202778,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Fort Simpson,N,NT,Canada,Fort Simpson,airport,YFS,YFS,-121.23639,61.7602778,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Fort Nelson Northern Rockies Rgnl,N,BC,Canada,Fort Nelson,airport,YYE,YYE,-122.59778,58.8377778,America/Dawson_Creek,GMT-7:00,Canada & Continental USA,US
Fort Myers Southwest Florida Reg,N,FL,United States,Fort Myers,airport,RSW,FMY,-81.755278,26.5361111,America/New_York,GMT-5:00,Canada & Continental USA,US
Fort McPherson,N,NT,Canada,Fort McPherson,airport,ZFM,ZFM,-134.86056,67.4075,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Fort McMurray,N,AB,Canada,Fort McMurray,airport,YMM,YMM,-111.22194,56.6533333,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Fort Lauderdale International,N,FL,United States,Fort Lauderdale,airport,FLL,FLL,-80.152778,26.0725,America/New_York,GMT-5:00,Canada & Continental USA,US
Fort Good Hope,N,NT,Canada,Fort Good Hope,airport,YGH,YGH,-128.65083,66.2408333,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Fort Frances Municipal,N,ON,Canada,Fort Frances,airport,YAG,YAG,-93.439722,48.6541667,America/Rainy_River,GMT-6:00,Canada & Continental USA,US
Fort Dodge Regional,N,IA,United States,Fort Dodge,airport,FOD,FOD,-94.191944,42.5511111,America/Chicago,GMT-6:00,Canada & Continental USA,US
Fort Chipewyan,N,AB,Canada,Fort Chipewyan,airport,YPY,YPY,-111.11583,58.7683333,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Fort Albany,N,ON,Canada,Fort Albany,airport,YFA,YFA,-81695,52.2036111,America/Montreal,GMT-5:00,Canada & Continental USA,US
Formosa,N,,Argentina,Formosa,airport,FMA,FMA,-58.228056,-26.212778,America/Argentina/Buenos_Aires,GMT-3:00,Southern South America,SA
Forli Luigi Ridolfi,N,,Italy,Forli,airport,FRL,FRL,12.0697222,44.1955556,Europe/Rome,GMT+1:00,Europe 1,EU
Forde Bringeland,N,,Norway,Forde,airport,FDE,FDE,5.76055556,61.3919444,Europe/Oslo,GMT+1:00,Europe 1,EU
Foggia Gino Lisa,N,,Italy,Foggia,airport,FOG,FOG,15.5347222,41.4333333,Europe/Rome,GMT+1:00,Europe 1,EU
Floro,N,,Norway,Floro,airport,FRO,FRO,5.02472222,61.5836111,Europe/Oslo,GMT+1:00,Europe 1,EU
Florianopolis Hercilio Luz International,N,,Brazil,Florianopolis,airport,FLN,FLN,-48.547222,-27.670556,America/Sao_Paulo,GMT-3:00,Southern South America,SA
Flores Mundo Maya International,N,,Guatemala,Flores,airport,FRS,FRS,-89.869722,16.9155556,America/Guatemala,GMT-6:00,Caribbean & Central America,CB
Florencia Gustavo A. Paredes,N,,Colombia,Florencia,airport,FLA,FLA,-75.564444,1.58916667,America/Bogota,GMT-5:00,Northern South America,SA
Florence Amerigo Vespucci Peretola,N,,Italy,Florence,airport,FLR,FLR,11.2027778,43.8086111,Europe/Rome,GMT+1:00,Europe 1,EU
Florence,N,AL,United States,Muscle Shoals,airport,MSL,MSL,-87.61,34.7463889,America/Chicago,GMT-6:00,Canada & Continental USA,US
Florence,N,SC,United States,Florence,airport,FLO,FLO,-79.724722,34.1875,America/New_York,GMT-5:00,Canada & Continental USA,US
Flint Bishop,N,MI,United States,Flint,airport,FNT,FNT,-83.743611,42.9655556,America/New_York,GMT-5:00,Canada & Continental USA,US
Flinders Island,N,,Australia,Flinders Island,airport,FLS,FLS,147.993889,-40.094444,Australia/Hobart,GMT+10:00,Australia New Zealand & South Pacific,AU
Flin Flon,N,MB,Canada,Flin Flon,airport,YFO,YFO,-101.68167,54.6780556,America/Rainy_River,GMT-6:00,Canada & Continental USA,US
Figari Sud-Corse,N,,France,Figari,airport,FSC,FSC,9.09666667,41.5022222,Europe/Paris,GMT+1:00,Europe 1,EU
Fes Saiss,N,,Morocco,Fez,airport,FEZ,FEZ,-4.9780556,33.9272222,Africa/Casablanca,GMT0:00,Middle East & North Africa,ME
Fernando de Noronha,N,,Brazil,Fernando de Noronha,airport,FEN,FEN,-32.423333,-3855,America/Noronha,GMT-2:00,Southern South America,SA
Fergana International,N,,Uzbekistan,Fergana,airport,FEG,FEG,71.7447222,40.3613889,Asia/Samarkand,GMT+5:00,Middle East & North Africa,ME
Fera Island,N,,Solomon Islands,Fera Island,airport,FRE,FRE,159.577222,-8.1075,Pacific/Guadalcanal,GMT+11:00,Australia New Zealand & South Pacific,AU
Feira de Santana Joao Durval Carneiro,N,,Brazil,Feira de Santana,airport,FEC,FEC,-38.907222,-12.200556,America/Belem,GMT-3:00,Southern South America,SA
Fayetteville NW Arkansas Reg'l,N,AR,United States,Fayetteville,airport,XNA,FYV,-94.17,36.0047222,America/Chicago,GMT-6:00,Canada & Continental USA,US
Fayetteville Municipal,N,NC,United States,Fayetteville,airport,FAY,FAY,-78.883056,34.99,America/New_York,GMT-5:00,Canada & Continental USA,US
Faroe Islands Vagar,N,,Faeroe Islands,Faroe Islands,airport,FAE,FAE,-7.2930556,62.0663889,Atlantic/Faroe,GMT0:00,Europe 2,EU
Faro,N,,Portugal,Faro,airport,FAO,FAO,-7.9658333,37.0144444,Europe/Lisbon,GMT0:00,Europe 1,EU
Farmington Four Corners Regional,N,NM,United States,Farmington,airport,FMN,FMN,-108.23111,36.7413889,America/Denver,GMT-7:00,Canada & Continental USA,US
Fargo Hector Field,N,ND,United States,Fargo,airport,FAR,FAR,-96.815833,46.9205556,America/Chicago,GMT-6:00,Canada & Continental USA,US
Farah,N,,Afghanistan,Farah,airport,FAH,FAH,62.1655556,32.3661111,Asia/Kabul,GMT+4:30,Indian Subcontinent,IN
Fangatau,N,,French Polynesia,Fangatau,airport,FGU,FGU,-140.88583,-15.82,Pacific/Tahiti,GMT-10:00,Australia New Zealand & South Pacific,AU
False Pass,N,AK,United States,False Pass,airport,KFP,KFP,-163.40639,54.8480556,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Fall River,N,MA,United States,New Bedford,airport,EWB,EWB,-70.956944,41.6761111,America/New_York,GMT-5:00,Canada & Continental USA,US
Fakarava,N,,French Polynesia,Fakarava,airport,FAV,FAV,-145.65694,-16.054167,Pacific/Tahiti,GMT-10:00,Australia New Zealand & South Pacific,AU
Fakahina,N,,French Polynesia,Fakahina,airport,FHZ,FHZ,-140.16472,-15.992222,Pacific/Tahiti,GMT-10:00,Australia New Zealand & South Pacific,AU
Fak Fak Torea,N,,Indonesia,Fak Fak,airport,FKQ,FKQ,132.266944,-2.9202778,Asia/Jayapura,GMT+9:00,Asia 2,AS
Faizabad,N,,Afghanistan,Faizabad,airport,FBD,FBD,70.5180556,37.1225,Asia/Kabul,GMT+4:30,Indian Subcontinent,IN
Faisalabad International,N,,Pakistan,Faisalabad,airport,LYP,LYP,72.9947222,31365,Asia/Karachi,GMT+5:00,Indian Subcontinent,IN
Fairbanks International,N,AK,United States,Fairbanks,airport,FAI,FAI,-147.85639,64815,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Fagernes Leirin,N,,Norway,Fagernes,airport,VDB,VDB,9.28805556,61.0155556,Europe/Oslo,GMT+1:00,Europe 1,EU
Faaite,N,,French Polynesia,Faaite Island,airport,FAC,FAC,-145.32972,-16.686667,Pacific/Tahiti,GMT-10:00,Australia New Zealand & South Pacific,AU
Exeter,N,,United Kingdom,Exeter,airport,EXT,EXT,-3.4138889,50.7344444,Europe/London,GMT0:00,Europe 1,EU
Excursion Inlet Sea Plane Base,N,AK,United States,Excursion Inlet,airport,EXI,EXI,-135.44806,58.4197222,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Everett Snohomish County,N,WA,United States,Everett,airport,PAE,PAE,-122.28361,47.9194444,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Evansville Dress Regional,N,IN,United States,Evansville,airport,EVV,EVV,-87.5325,38.0369444,America/Chicago,GMT-6:00,Canada & Continental USA,US
EuroAirport Swiss,N,,Switzerland,Basel,airport,BSL,BSL,7.52166667,47.6011111,Europe/Zurich,GMT+1:00,Europe 1,EU
Eugene Mahlon Sweet Field,N,OR,United States,Eugene,airport,EUG,EUG,-123.21194,44.1247222,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Essaouira Mogador,N,,Morocco,Essaouira,airport,ESU,ESU,-9.6816667,31.3975,Africa/Casablanca,GMT0:00,Middle East & North Africa,ME
Esquel,N,,Argentina,Esquel,airport,EQS,EQS,-71.135556,-42.903889,America/Argentina/Mendoza,GMT-3:00,Southern South America,SA
Esperance,N,,Australia,Esperance,airport,EPR,EPR,121.8225,-33.682222,Australia/Perth,GMT+8:00,Australia New Zealand & South Pacific,AU
Esmeraldas C.Concha Torres International,N,,Ecuador,Esmeraldas,airport,ESM,ESM,-79.626667,0.97861111,America/Guayaquil,GMT-5:00,Northern South America,SA
Eskisehir Anadolu,N,,Turkey,Eskisehir,airport,AOE,ESK,30.5169444,39.81,Europe/Istanbul,GMT+2:00,Europe 2,EU
Esfahan Shahid Beheshti International,N,,Iran,Isfahan,airport,IFN,IFN,51.8697222,32.7516667,Asia/Tehran,GMT+3:30,Middle East & North Africa,ME
Escanaba Delta County,N,MI,United States,Escanaba,airport,ESC,ESC,-87.095833,45.7205556,America/New_York,GMT-5:00,Canada & Continental USA,US
Esbjerg,N,,Denmark,Esbjerg,airport,EBJ,EBJ,8.55333333,55.5258333,Europe/Copenhagen,GMT+1:00,Europe 1,EU
Erzurum,N,,Turkey,Erzurum,airport,ERZ,ERZ,41.1702778,39.9563889,Europe/Istanbul,GMT+2:00,Europe 2,EU
Erzincan,N,,Turkey,Erzincan,airport,ERC,ERC,39.5269444,39.7102778,Europe/Istanbul,GMT+2:00,Europe 2,EU
Errachidia Moulay Ali Cherif,N,,Morocco,Errachidia,airport,ERH,ERH,-4.3988889,31.9469444,Africa/Casablanca,GMT0:00,Middle East & North Africa,ME
Erie International,N,PA,United States,Erie,airport,ERI,ERI,-80.176111,42.0819444,America/New_York,GMT-5:00,Canada & Continental USA,US
Erfurt-Weimar,N,,Germany,Erfurt,airport,ERF,ERF,10.9580556,50.9797222,Europe/Berlin,GMT+1:00,Europe 1,EU
Erenhot Saiwusu International,N,,China,Erenhot Shi,airport,ERL,ERL,112.091111,43.4233333,Asia/Shanghai,GMT+8:00,Asia 1,AS
Ercan,N,,Cyprus,Ercan,airport,ECN,ECN,33.4883333,35.1597222,Asia/Nicosia,GMT+2:00,Europe 2,EU
Erbil International,N,,Iraq,Erbil,airport,EBL,EBL,43.9630556,36.2377778,Asia/Baghdad,GMT+3:00,Middle East & North Africa,ME
Enugu Akanu Ibiam International,N,,Nigeria,Enugu,airport,ENU,ENU,7.56194444,6.47416667,Africa/Lagos,GMT+1:00,"East, West & South Africa",AF
Entebbe International,N,,Uganda,Entebbe/Kampala,airport,EBB,EBB,32.4436111,0.0425,Africa/Kampala,GMT+3:00,"East, West & South Africa",AF
Enshi Xujiaping,N,,China,Enshi,airport,ENH,ENH,109.485278,30.3211111,Asia/Shanghai,GMT+8:00,Asia 1,AS
Enontekio,N,,Finland,Enontekio,airport,ENF,ENF,23.4244444,68.3625,Europe/Helsinki,GMT+2:00,Europe 2,EU
Enfidha Hammamet,N,,Tunisia,Enfidha,airport,NBE,NBE,10.4383333,36.0755556,Africa/Tunis,GMT+1:00,Middle East & North Africa,ME
Ende H.Hasan Aroeboesman,N,,Indonesia,Ende,airport,ENE,ENE,121.660556,-8.8491667,Asia/Makassar,GMT+8:00,Asia 2,AS
Emmonak,N,AK,United States,Emmonak,airport,EMK,EMK,-164.49083,62.7861111,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Emerald,N,,Australia,Emerald,airport,EMD,EMD,148.177778,-23.57,Australia/Brisbane,GMT+10:00,Australia New Zealand & South Pacific,AU
Emae Island Siwo,N,,Vanuatu,Emae,airport,EAE,EAE,168.341667,-17.088056,Pacific/Efate,GMT+11:00,Australia New Zealand & South Pacific,AU
Elmira/Corning Reg'l,N,NY,United States,Elmira/Corning,airport,ELM,ELM,-76.891667,42.16,America/New_York,GMT-5:00,Canada & Continental USA,US
Elko Regional,N,NV,United States,Elko,airport,EKO,EKO,-115.78139,40.8275,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Elista,N,,Russia,Elista,airport,ESL,ESL,44.3308333,46.3738889,Europe/Moscow,GMT+4:00,Europe 2,EU
Elim,N,AK,United States,Elim,airport,ELI,ELI,-162.27028,64.6155556,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Elfin Cove Sea Plane Base,N,AK,United States,Elfin Cove,airport,ELV,ELV,-136.3475,58.1952778,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Eldoret International,N,,Kenya,Eldoret,airport,EDL,EDL,35.2388889,0.40472222,Africa/Nairobi,GMT+3:00,"East, West & South Africa",AF
Elcho Island,N,,Australia,Elcho Island,airport,ELC,ELC,135.570556,-12.019444,Australia/Darwin,GMT+9:30,Australia New Zealand & South Pacific,AU
Elba Island di Campo,N,,Italy,Elba Island,airport,EBA,EBA,10.2397222,42.7616667,Europe/Rome,GMT+1:00,Europe 1,EU
Elazig,N,,Turkey,Elazig,airport,EZS,EZS,39.2913889,38.6069444,Europe/Istanbul,GMT+2:00,Europe 2,EU
El Vigia Juan P. Perez Alfonso,N,,Venezuela,El Vigia,airport,VIG,VIG,-71.672778,8.62416667,America/Caracas,GMT-4:30,Northern South America,SA
El Porvenir,N,,Panama,El Porvenir,airport,PVE,PVE,-78.9475,9.55888889,America/Panama,GMT-5:00,Caribbean & Central America,CB
El Paso International,N,TX,United States,El Paso,airport,ELP,ELP,-106.39833,31.8025,America/Denver,GMT-7:00,Canada & Continental USA,US
El Oued Guemar,N,,Algeria,El Oued,airport,ELU,ELU,6.78277778,33.5127778,Africa/Algiers,GMT+1:00,Middle East & North Africa,ME
El Obeid,N,,Sudan,El Obeid,airport,EBD,EBD,30.2327778,13.1527778,Africa/Khartoum,GMT+3:00,"East, West & South Africa",AF
El Golea,N,,Algeria,El Golea,airport,ELG,ELG,2.86166667,30.5816667,Africa/Algiers,GMT+1:00,Middle East & North Africa,ME
El Fasher,N,,Sudan,El Fasher,airport,ELF,ELF,25.3247222,13615,Africa/Khartoum,GMT+3:00,"East, West & South Africa",AF
El Dorado South Arkansas Rgnl,N,AR,United States,El Dorado,airport,ELD,ELD,-92.813333,33.2211111,America/Chicago,GMT-6:00,Canada & Continental USA,US
El Calafate Comandante A. Tola,N,,Argentina,El Calafate,airport,FTE,FTE,-72.053333,-50.28,America/Argentina/Mendoza,GMT-3:00,Southern South America,SA
El Bayadh,N,,Algeria,El Bayadh,airport,EBH,EBH,1.09138889,33.7208333,Africa/Algiers,GMT+1:00,Middle East & North Africa,ME
Ekwok,N,AK,United States,Ekwok,airport,KEK,KEK,-157.47639,59.3533333,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Ekuk,N,AK,United States,Ekuk,airport,KKU,KKU,-158.56167,58.8111111,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Ejina Banner Taolai,N,,China,Ejina Banner,airport,EJN,EJN,101.002222,42.0147222,Asia/Shanghai,GMT+8:00,Asia 1,AS
Eirunepe Amaury Feitosa Tomaz,N,,Brazil,Eirunepe,airport,ERN,ERN,-69.88,-6.6397222,America/Rio_Branco,GMT-5:00,Southern South America,SA
Eindhoven,N,,Netherlands,Eindhoven,airport,EIN,EIN,5.37444444,51.45,Europe/Amsterdam,GMT+1:00,Europe 1,EU
Eilat,N,,Israel,Elat,airport,ETH,ETH,34.9588889,29.5583333,Asia/Jerusalem,GMT+2:00,Middle East & North Africa,ME
Egilsstadir,N,,Iceland,Egilsstadir,airport,EGS,EGS,-14.401389,65.2833333,Atlantic/Reykjavik,GMT0:00,Europe 2,EU
Egegik,N,AK,United States,Egegik,airport,EGX,EGX,-157.37556,58.1855556,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Eek,N,AK,United States,Eek,airport,EEK,EEK,-162.01194,60215,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Edremit Koca Seyit,N,,Turkey,Edremit/Korfez,airport,EDO,EDO,27.0138889,39.5547222,Europe/Istanbul,GMT+2:00,Europe 2,EU
Edna Bay Sea Plane Base,N,AK,United States,Edna Bay,airport,EDA,EDA,-133.66667,55.95,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Edmonton International,N,AB,Canada,Edmonton,airport,YEG,YEA,-113.58611,53.3075,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Edinburgh,N,,United Kingdom,Edinburgh,airport,EDI,EDI,-3.3725,55.95,Europe/London,GMT0:00,Europe 1,EU
Eday,N,,United Kingdom,Eday,airport,EOI,EOI,-2.7722222,59.1905556,Europe/London,GMT0:00,Europe 1,EU
Eau Claire,N,WI,United States,Eau Claire,airport,EAU,EAU,-91.484167,44.8658333,America/Chicago,GMT-6:00,Canada & Continental USA,US
Eastsound Orcas Island,N,WA,United States,Eastsound,airport,ESD,ESD,-122.91083,48.7075,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Eastmain River,N,QC,Canada,East Main,airport,ZEM,ZEM,-78.5225,52.2258333,America/Montreal,GMT-5:00,Canada & Continental USA,US
Easter Island Mataveri International,N,,Chile,Easter Island,airport,IPC,IPC,-109.42194,-27.164722,Pacific/Easter,GMT-6:00,Southern South America,SA
East London,N,,South Africa,East London,airport,ELS,ELS,27.8258333,-33.035556,Africa/Johannesburg,GMT+2:00,"East, West & South Africa",AF
Eagle,N,AK,United States,Eagle,airport,EAA,EAA,-141.16056,64.7783333,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Dzaoudzi Pamandzi International,N,,Mayotte,Dzaoudzi,airport,DZA,DZA,45.2805556,-12.806667,Indian/Mayotte,GMT+3:00,"East, West & South Africa",AF
Dutch Harbor Driftwood Bay AFS,N,AK,United States,Dutch Harbor,airport,DUT,DUT,-166.54472,53.8988889,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Dushanbe International,N,,Tajikistan,Dushanbe,airport,DYU,DYU,68825,38.5433333,Asia/Dushanbe,GMT+5:00,Middle East & North Africa,ME
Durham Tees Valley,N,,United Kingdom,Teesside,airport,MME,MME,-1.4294444,54.5091667,Europe/London,GMT0:00,Europe 1,EU
Durban Virginia,N,,South Africa,Durban,airport,VIR,DUR,31.0583333,-29.771111,Africa/Johannesburg,GMT+2:00,"East, West & South Africa",AF
Durban King Shaka International,N,,South Africa,Durban,airport,DUR,DUR,31.1163889,-29.614444,Africa/Johannesburg,GMT+2:00,"East, West & South Africa",AF
Durango La Plata County,N,CO,United States,Durango,airport,DRO,DRO,-107.75361,37.1522222,America/Denver,GMT-7:00,Canada & Continental USA,US
Durango Guadalupe Victoria Int,N,,Mexico,Durango,airport,DGO,DGO,-104.52806,24.1241667,America/Cancun,GMT-6:00,Mexico,CA
Dunhuang,N,,China,Dunhuang,airport,DNH,DNH,94.6816667,40.0922222,Asia/Shanghai,GMT+8:00,Asia 1,AS
Dunedin International,N,,New Zealand,Dunedin,airport,DUD,DUD,170.1975,-45.929167,Pacific/Auckland,GMT+12:00,Australia New Zealand & South Pacific,AU
Dundee,N,,United Kingdom,Dundee,airport,DND,DND,-3.0255556,56.4522222,Europe/London,GMT0:00,Europe 1,EU
Dumaguete Sibulan,N,,Philippines,Dumaguete,airport,DGT,DGT,123.3,9.33444444,Asia/Manila,GMT+8:00,Asia 2,AS
Duluth Superior Int'l,N,MN,United States,Duluth/Superior,airport,DLH,DLH,-92.193611,46.8422222,America/Chicago,GMT-6:00,Canada & Continental USA,US
Duesseldorf Weeze,N,,Germany,Dusseldorf,airport,NRN,DUS,6.14222222,51.6025,Europe/Berlin,GMT+1:00,Europe 1,EU
Duesseldorf International,N,,Germany,Dusseldorf,airport,DUS,DUS,6.76666667,51.2894444,Europe/Berlin,GMT+1:00,Europe 1,EU
Dubuque Regional,N,IA,United States,Dubuque,airport,DBQ,DBQ,-90.709444,42.4019444,America/Chicago,GMT-6:00,Canada & Continental USA,US
Dubrovnik,N,,Croatia,Dubrovnik,airport,DBV,DBV,18.2683333,42.5613889,Europe/Zagreb,GMT+1:00,Europe 2,EU
Dubois Jefferson County,N,PA,United States,Dubois,airport,DUJ,DUJ,-78.898611,41.1783333,America/New_York,GMT-5:00,Canada & Continental USA,US
Dublin International,N,,Ireland,Dublin,airport,DUB,DUB,-6.27,53.4213889,Europe/Dublin,GMT0:00,Europe 1,EU
Dubbo City Airport,N,,Australia,Dubbo,airport,DBO,DBO,148.575556,-32.218889,Australia/Sydney,GMT+10:00,Australia New Zealand & South Pacific,AU
Dubai Jebel Ali SPB,N,,United Arab Emirates,Dubai,airport,DJH,DXB,55.0241667,25.0019444,Asia/Dubai,GMT+4:00,Middle East & North Africa,ME
Dubai International,N,,United Arab Emirates,Dubai,airport,DXB,DXB,55.3644444,25.2527778,Asia/Dubai,GMT+4:00,Middle East & North Africa,ME
Dubai Creek SPB,N,,United Arab Emirates,Dubai,airport,DCG,DXB,55.3316667,25.2422222,Asia/Dubai,GMT+4:00,Middle East & North Africa,ME
Dubai Al Maktoum International,N,,United Arab Emirates,Dubai,airport,DWC,DXB,55.16,24.8961111,Asia/Dubai,GMT+4:00,Middle East & North Africa,ME
Dryden Regional,N,ON,Canada,Dryden,airport,YHD,YHD,-92.744167,49.8316667,America/Rainy_River,GMT-6:00,Canada & Continental USA,US
Dresden,N,,Germany,Dresden,airport,DRS,DRS,13.7680556,51.1344444,Europe/Berlin,GMT+1:00,Europe 1,EU
Drake Bay,N,,Costa Rica,Drake Bay,airport,DRK,DRK,-83.641944,8.71916667,America/Costa_Rica,GMT-6:00,Caribbean & Central America,CB
Dourados F. de Matos Pereira,N,,Brazil,Dourados,airport,DOU,DOU,-54.926667,-22.201389,America/Cuiaba,GMT-4:00,Southern South America,SA
Douala International,N,,Cameroon,Douala,airport,DLA,DLA,9.71944444,4.00611111,Africa/Douala,GMT+1:00,"East, West & South Africa",AF
Dothan,N,AL,United States,Dothan,airport,DHN,DHN,-85.449722,31.3213889,America/Chicago,GMT-6:00,Canada & Continental USA,US
Dortmund,N,,Germany,Dortmund,airport,DTM,DTM,7.61222222,51.5183333,Europe/Berlin,GMT+1:00,Europe 1,EU
Doomadgee,N,,Australia,Doomadgee Mission,airport,DMD,DMD,138.821667,-17.940278,Australia/Brisbane,GMT+10:00,Australia New Zealand & South Pacific,AU
Dongying Shengli,N,,China,Dongying,airport,DOY,DOY,118.789444,37.5077778,Asia/Shanghai,GMT+8:00,Asia 1,AS
Dong Hoi,N,,Viet Nam,Dong Hoi,airport,VDH,VDH,106.590833,17.5152778,Asia/Ho_Chi_Minh,GMT+7:00,Asia 1,AS
Donetsk International,N,,Ukraine,Donetsk,airport,DOK,DOK,37.7397222,48.0736111,Europe/Kiev,GMT+2:00,Europe 2,EU
Donegal,N,,Ireland,Donegal,airport,CFN,CFN,-8.3411111,55.0441667,Europe/Dublin,GMT0:00,Europe 1,EU
Doncaster/Sheffield Robin Hood,N,,United Kingdom,Doncaster,airport,DSA,DSA,-1.0038889,53.4752778,Europe/London,GMT0:00,Europe 1,EU
Dominica Melville Hall,N,,Dominica,Dominica,airport,DOM,DOM,-61.3,15.5469444,America/Dominica,GMT-4:00,Caribbean & Central America,CB
Dolisie,N,,Congo,Loubomo,airport,DIS,DIS,12.6594444,-4.2058333,Africa/Brazzaville,GMT+1:00,"East, West & South Africa",AF
Dole Tavaux,N,,France,Dole,airport,DLE,DLE,5435,47.0427778,Europe/Paris,GMT+1:00,Europe 1,EU
Doha Hamad International,N,,Qatar,Doha,airport,DOH,DOH,51.6083333,25.2744444,Asia/Qatar,GMT+3:00,Middle East & North Africa,ME
Dodoma,N,,Tanzania,Dodoma,airport,DOD,DOD,35.7525,-6.1705556,Africa/Dar_es_Salaam,GMT+3:00,"East, West & South Africa",AF
Dodge City Regional,N,KS,United States,Dodge City,airport,DDC,DDC,-99.964167,37.7602778,America/Chicago,GMT-6:00,Canada & Continental USA,US
Dobo Rar Gwamar,N,,Indonesia,Dobo,airport,DOB,DOB,134.211111,-5.7727778,Asia/Jayapura,GMT+9:00,Asia 2,AS
Dnipropetrovsk International,N,,Ukraine,Dnepropetrovsk,airport,DNK,DNK,35.1005556,48.3572222,Europe/Kiev,GMT+2:00,Europe 2,EU
Djibouti Ambouli International,N,,Djibouti,Djibouti,airport,JIB,JIB,43.1594444,11.5472222,Africa/Djibouti,GMT+3:00,"East, West & South Africa",AF
Djerba Zarsis,N,,Tunisia,Djerba,airport,DJE,DJE,10.7755556,33875,Africa/Tunis,GMT+1:00,Middle East & North Africa,ME
Djanet Tiska,N,,Algeria,Djanet,airport,DJG,DJG,9.4525,24.2927778,Africa/Algiers,GMT+1:00,Middle East & North Africa,ME
Diyarbakir,N,,Turkey,Diyarbakir,airport,DIY,DIY,40.2011111,37.8938889,Europe/Istanbul,GMT+2:00,Europe 2,EU
Diu,N,,India,Diu,airport,DIU,DIU,70.9216667,20.7138889,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Dire Dawa Aba Tenna D Yilma International,N,,Ethiopia,Dire Dawa,airport,DIR,DIR,41.8541667,9.62472222,Africa/Addis_Ababa,GMT+3:00,"East, West & South Africa",AF
Dipolog,N,,Philippines,Dipolog,airport,DPL,DPL,123.3425,8.60416667,Asia/Manila,GMT+8:00,Asia 2,AS
Dinard/St-Malo Pleurtuit,N,,France,Dinard,airport,DNR,DNR,-2.08,48.5877778,Europe/Paris,GMT+1:00,Europe 1,EU
Dimapur,N,,India,Dimapur,airport,DMU,DMU,93.7744444,25.8825,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Dillon's Bay,N,,Vanuatu,Dillons Bay,airport,DLY,DLY,169.003889,-18.770556,Pacific/Efate,GMT+11:00,Australia New Zealand & South Pacific,AU
Dillingham,N,AK,United States,Dillingham,airport,DLG,DLG,-158.50556,59.0447222,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Dili Pres. Nicolau Lobato,N,,Timor Leste,Dili,airport,DIL,DIL,125.524722,-8.5466667,Asia/Dili,GMT+9:00,Asia 2,AS
Dikwella Mawella Lagoon SPB,N,,Sri Lanka,Dickwella,airport,DIW,DIW,80.7333333,5.99083333,Asia/Colombo,GMT+5:30,Indian Subcontinent,IN
Dien Bien Phu,N,,Viet Nam,Dien Bien Phu,airport,DIN,DIN,103.004444,21.4,Asia/Ho_Chi_Minh,GMT+7:00,Asia 1,AS
Dickinson,N,ND,United States,Dickinson,airport,DIK,DIK,-102.8,46.8,America/Denver,GMT-7:00,Canada & Continental USA,US
Dibrugarh Mohanbari,N,,India,Dibrugarh,airport,DIB,DIB,95.0166667,27.4833333,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Dharavandhoo Island,N,,Maldives,Dharavandhoo Island,airport,DRV,DRV,73.13,5.15694444,Indian/Maldives,GMT+5:00,Indian Subcontinent,IN
Dharamsala Kangra,N,,India,Dharamshala,airport,DHM,DHM,76.2605556,32.1652778,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Dhangarhi,N,,Nepal,Dhangarhi,airport,DHI,DHI,80.5825,28.7547222,Asia/Katmandu,GMT+5:45,Indian Subcontinent,IN
